year,month,temperature
1978,08,-1.04
1978,09,-0.8
1978,10,0.08
1978,11,-0.06
1978,12,-1.33
1979,01,-1.36
1979,02,-0.42
1979,03,0.77
1979,04,-0.74
1979,05,0.33
1979,06,1.08
1979,07,-1.06
1979,08,-0.29
1979,09,0.15
1979,10,-0.57
1979,11,0.03
1979,12,1.22
1980,01,-1.58
1980,02,0.16
1980,03,-1.09
1980,04,-0.59
1980,05,-1.29
1980,06,0.02
1980,07,-0.65
1980,08,-0.17
1980,09,0.06
1980,10,-0.12
1980,11,-0.92
1980,12,-0.23
1981,01,-0.02
1981,02,0.18
1981,03,0.9
1981,04,-0.42
1981,05,-0.09
1981,06,0.29
1981,07,-0.31
1981,08,-0.31
1981,09,0.43
1981,10,0.76
1981,11,-0.23
1981,12,-0.69
1982,01,-0.63
1982,02,-0.18
1982,03,0.48
1982,04,-0.4
1982,05,0.16
1982,06,-0.07
1982,07,0.1
1982,08,0.15
1982,09,1.11
1982,10,0.32
1982,11,0.64
1982,12,1.39
1983,01,2.28
1983,02,-0.47
1983,03,0.86
1983,04,1.12
1983,05,0.69
1983,06,-0.01
1983,07,0.93
1983,08,-0.02
1983,09,0.57
1983,10,0.19
1983,11,-0.55
1983,12,0.07
1984,01,1.2
1984,02,0.37
1984,03,-0.66
1984,04,0.16
1984,05,0.02
1984,06,-0.67
1984,07,-0.77
1984,08,-0.48
1984,09,-0.01
1984,10,1.02
1984,11,0.35
1984,12,0.09
1985,01,-3.01
1985,02,-3.64
1985,03,-0.84
1985,04,-0.01
1985,05,0.43
1985,06,-0.54
1985,07,-0.19
1985,08,0.34
1985,09,-0.01
1985,10,0.25
1985,11,-1.15
1985,12,0.28
1986,01,0.23
1986,02,-2.78
1986,03,0.2
1986,04,0.11
1986,05,0.8
1986,06,0.54
1986,07,-0.08
1986,08,0.11
1986,09,-0.63
1986,10,0.31
1986,11,0.45
1986,12,-0.71
1987,01,-3.77
1987,02,-0.01
1987,03,-2.98
1987,04,-0.24
1987,05,-0.87
1987,06,-0.39
1987,07,0.16
1987,08,-0.95
1987,09,0.72
1987,10,0.38
1987,11,0.13
1987,12,0.3
1988,01,2.04
1988,02,1.09
1988,03,-0.19
1988,04,-0.14
1988,05,0.79
1988,06,0.33
1988,07,1.0
1988,08,0.32
1988,09,0.3
1988,10,0.05
1988,11,-2.13
1988,12,0.11
1989,01,1.89
1989,02,2.7
1989,03,2.79
1989,04,1.41
1989,05,0.86
1989,06,0.29
1989,07,0.55
1989,08,0.58
1989,09,0.49
1989,10,0.67
1989,11,-0.12
1989,12,0.61
1990,01,1.28
1990,02,4.11
1990,03,2.81
1990,04,0.69
1990,05,0.84
1990,06,0.21
1990,07,0.13
1990,08,0.67
1990,09,-0.5
1990,10,0.86
1990,11,0.75
1990,12,0.56
1991,01,1.37
1991,02,-1.19
1991,03,1.46
1991,04,0.1
1991,05,-1.45
1991,06,-0.43
1991,07,0.81
1991,08,0.89
1991,09,0.71
1991,10,0.11
1991,11,0.42
1991,12,-0.27
1992,01,1.05
1992,02,1.22
1992,03,1.18
1992,04,-0.11
1992,05,0.58
1992,06,0.62
1992,07,0.22
1992,08,1.5
1992,09,0.05
1992,10,-1.27
1992,11,0.07
1992,12,0.31
1993,01,1.52
1993,02,0.28
1993,03,0.04
1993,04,0.48
1993,05,1.23
1993,06,-0.14
1993,07,-0.54
1993,08,-0.14
1993,09,-0.94
1993,10,-0.22
1993,11,-2.52
1993,12,1.0
1994,01,2.06
1994,02,-0.5
1994,03,1.46
1994,04,1.04
1994,05,0.18
1994,06,-0.04
1994,07,1.78
1994,08,1.14
1994,09,1.18
1994,10,0.12
1994,11,0.81
1994,12,1.01
1995,01,1.09
1995,02,3.39
1995,03,1.11
1995,04,0.4
1995,05,0.12
1995,06,0.69
1995,07,0.96
1995,08,0.83
1995,09,-0.17
1995,10,1.38
1995,11,-1.06
1995,12,-1.24
1996,01,-0.05
1996,02,-1.38
1996,03,-1.32
1996,04,0.18
1996,05,0.51
1996,06,0.44
1996,07,-0.34
1996,08,0.71
1996,09,-1.36
1996,10,0.41
1996,11,1.17
1996,12,-0.73
1997,01,0.15
1997,02,1.85
1997,03,1.07
1997,04,-1.07
1997,05,0.46
1997,06,0.68
