year,month,temperature
1972,10,-1.27
1972,11,-0.81
1972,12,-1.93
1973,01,0.41
1973,02,-0.32
1973,03,1.74
1973,04,-0.47
1973,05,0.15
1973,06,0.16
1973,07,0.05
1973,08,0.37
1973,09,0.12
1973,10,0.82
1973,11,-0.79
1973,12,0.34
1974,01,-1.18
1974,02,-0.6
1974,03,-0.66
1974,04,-0.15
1974,05,-0.41
1974,06,0.05
1974,07,0.09
1974,08,-0.59
1974,09,-1.08
1974,10,-0.72
1974,11,0.69
1974,12,1.17
1975,01,-0.06
1975,02,-0.71
1975,03,-1.11
1975,04,-1.09
1975,05,0.33
1975,06,-0.05
1975,07,0.45
1975,08,-0.28
1975,09,-0.51
1975,10,0.05
1975,11,-0.2
1975,12,-0.47
1976,01,0.15
1976,02,1.04
1976,03,-0.36
1976,04,1.19
1976,05,-0.01
1976,06,-0.09
1976,07,-0.26
1976,08,-0.19
1976,09,0.24
1976,10,-1.3
1976,11,-0.07
1976,12,-0.98
1977,01,-0.26
1977,02,2.77
1977,03,1.33
1977,04,1.17
1977,05,1.19
1977,06,0.63
1977,07,0.09
1977,08,-0.23
1977,09,0.46
1977,10,0.49
1977,11,0.14
1977,12,-1.08
1978,01,-0.61
1978,02,-0.36
1978,03,-0.17
1978,04,0.24
1978,05,0.04
1978,06,-0.21
1978,07,-0.08
1978,08,-0.25
1978,09,0.22
1978,10,-0.2
1978,11,-0.59
1978,12,-0.56
1979,01,-1.58
1979,02,-4.29
1979,03,0.24
1979,04,-0.5
1979,05,-0.42
1979,06,-0.2
1979,07,0.33
1979,08,-0.23
1979,09,0.41
1979,10,0.64
1979,11,0.72
1979,12,1.59
1980,01,0.36
1980,02,0.99
1980,03,-0.2
1980,04,1.18
1980,05,0.9
1980,06,0.26
1980,07,0.47
1980,08,0.23
1980,09,-0.16
1980,10,0.0
1980,11,0.97
1980,12,-1.32
1981,01,3.81
1981,02,2.48
1981,03,2.51
1981,04,0.75
1981,05,0.35
1981,06,0.1
1981,07,0.34
1981,08,0.62
1981,09,0.22
1981,10,-0.43
1981,11,1.92
1981,12,0.94
1982,01,-3.11
1982,02,-0.81
1982,03,-0.19
1982,04,-1.3
1982,05,-0.04
1982,06,-0.57
1982,07,0.04
1982,08,-0.48
1982,09,-0.1
1982,10,-0.29
1982,11,-1.12
1982,12,1.08
1983,01,1.45
1983,02,1.23
1983,03,0.31
1983,04,-0.61
1983,05,-1.22
1983,06,0.02
1983,07,0.26
1983,08,1.03
1983,09,0.06
1983,10,0.1
1983,11,1.42
1983,12,-2.91
1984,01,0.12
1984,02,2.38
1984,03,0.29
1984,04,0.61
1984,05,-0.15
1984,06,0.22
1984,07,-0.01
1984,08,0.6
1984,09,-0.93
1984,10,-0.45
1984,11,-0.67
1984,12,-0.76
1985,01,1.1
1985,02,-1.61
1985,03,1.34
1985,04,0.28
1985,05,0.8
1985,06,-0.36
1985,07,-0.09
1985,08,-0.48
1985,09,-0.61
1985,10,-0.38
1985,11,-2.19
1985,12,0.09
1986,01,2.59
1986,02,0.96
1986,03,1.52
1986,04,0.35
1986,05,0.59
1986,06,0.07
1986,07,-0.2
1986,08,-0.23
1986,09,-0.43
1986,10,-0.19
1986,11,-1.63
1986,12,2.17
1987,01,2.8
1987,02,2.59
1987,03,0.84
1987,04,1.44
1987,05,0.82
1987,06,0.78
1987,07,0.16
1987,08,-0.24
1987,09,0.77
1987,10,0.07
1987,11,1.35
1987,12,2.27
1988,01,-0.17
1988,02,0.01
1988,03,1.35
1988,04,0.85
1988,05,0.69
1988,06,1.05
1988,07,0.57
1988,08,0.69
1988,09,0.02
1988,10,-0.21
1988,11,0.29
1988,12,0.62
1989,01,0.73
1989,02,-0.82
1989,03,-1.0
1989,04,0.85
1989,05,0.29
1989,06,0.29
1989,07,0.81
1989,08,0.42
1989,09,0.17
1989,10,0.05
