year,month,temperature
1949,11,0.39
1949,12,0.24
1950,01,-0.33
1950,02,-0.52
1950,03,-0.29
1950,04,-0.25
1950,05,-0.41
1950,06,0.02
1950,07,-0.25
1950,08,-0.61
1950,09,-0.3
1950,10,-0.63
1950,11,-0.32
1950,12,0.0
1951,01,-0.3
1951,02,-0.32
1951,03,0.34
1951,04,-0.2
1951,05,-0.05
1951,06,-0.12
1951,07,-0.08
1951,08,0.11
1951,09,0.0
1951,10,-0.11
1951,11,-0.33
1951,12,-0.66
1952,01,0.07
1952,02,-0.25
1952,03,0.16
1952,04,-0.09
1952,05,-0.02
1952,06,0.23
1952,07,0.0
1952,08,-0.16
1952,09,-0.2
1952,10,0.09
1952,11,-0.18
1952,12,0.24
1953,01,0.39
1953,02,0.26
1953,03,-0.46
1953,04,-0.1
1953,05,-0.02
1953,06,-0.53
1953,07,-0.38
1953,08,-0.28
1953,09,-0.43
1953,10,-0.13
1953,11,-0.14
1953,12,-0.51
1954,01,-0.33
1954,02,-0.05
1954,03,0.0
1954,04,-0.53
1954,05,-0.08
1954,06,-0.49
1954,07,-0.66
1954,08,-0.59
1954,09,-0.33
1954,10,-0.31
1954,11,0.02
1954,12,-0.15
1955,01,0.38
1955,02,0.4
1955,03,0.0
1955,04,-0.5
1955,05,-0.1
1955,06,-0.35
1955,07,-0.13
1955,08,-0.33
1955,09,-0.37
1955,10,-0.21
1955,11,0.08
1955,12,-0.38
1956,01,-0.46
1956,02,0.16
1956,03,-0.25
1956,04,-0.45
1956,05,-0.33
1956,06,-0.37
1956,07,-0.5
1956,08,-0.37
1956,09,-0.54
1956,10,-0.61
1956,11,-0.28
1956,12,-0.64
1957,01,-0.71
1957,02,-0.46
1957,03,-0.41
1957,04,-0.52
1957,05,-0.41
1957,06,-0.34
1957,07,0.0
1957,08,0.06
1957,09,0.25
1957,10,-0.12
1957,11,0.51
1957,12,0.23
1958,01,0.68
1958,02,0.06
1958,03,0.56
1958,04,0.59
1958,05,0.18
1958,06,-0.21
1958,07,-0.31
1958,08,-0.23
1958,09,0.09
1958,10,-0.09
1958,11,0.37
1958,12,0.72
1959,01,0.22
1959,02,-0.59
1959,03,-0.01
1959,04,0.22
1959,05,0.08
1959,06,0.13
1959,07,0.09
1959,08,-0.34
1959,09,-0.29
1959,10,-0.17
1959,11,-0.14
1959,12,-0.2
1960,01,-0.04
1960,02,0.5
1960,03,-0.29
1960,04,-0.33
1960,05,-0.29
1960,06,-0.02
1960,07,-0.29
1960,08,0.47
1960,09,0.0
1960,10,0.4
1960,11,0.04
1960,12,0.63
1961,01,0.12
1961,02,-0.69
1961,03,-0.46
1961,04,0.06
1961,05,0.62
1961,06,0.14
1961,07,-0.08
1961,08,-0.46
1961,09,-0.39
1961,10,-0.44
1961,11,-0.35
1961,12,-0.47
1962,01,-0.28
1962,02,-0.3
1962,03,0.23
1962,04,-0.15
1962,05,-0.28
1962,06,-0.23
1962,07,0.08
1962,08,-0.16
1962,09,-0.05
1962,10,0.15
1962,11,0.45
1962,12,0.18
1963,01,0.59
1963,02,0.87
1963,03,-0.4
1963,04,-0.34
1963,05,-0.83
1963,06,-0.07
1963,07,0.15
1963,08,0.08
1963,09,0.35
1963,10,-0.1
1963,11,-0.15
1963,12,0.31
1964,01,-0.1
1964,02,0.14
1964,03,1.0
1964,04,-0.31
1964,05,-0.21
1964,06,-0.36
1964,07,-0.71
1964,08,-0.48
1964,09,-0.73
1964,10,-0.67
1964,11,-0.61
1964,12,-0.27
1965,01,-0.13
1965,02,0.06
1965,03,-0.14
1965,04,-0.88
1965,05,-0.36
1965,06,-0.5
1965,07,-0.03
1965,08,-0.16
1965,09,-0.16
1965,10,-0.33
1965,11,-0.34
1965,12,-0.29
1966,01,0.72
